DATE.num.scaled,AMGR,AMMA,ANBO,PSRE,RAAU,RACA,RAPR,TAGR,SiteCode
8720,NA,NA,NA,2,NA,10,NA,1,JACK
8720,NA,NA,NA,2,NA,10,NA,1,JACK
8720,NA,NA,NA,2,NA,10,NA,1,JACK
8727,NA,NA,NA,NA,NA,NA,NA,NA,FROG
8742,NA,NA,NA,NA,NA,NA,NA,NA,DRY
8742,NA,NA,NA,NA,NA,NA,NA,NA,DRY
8742,NA,NA,NA,NA,NA,3,NA,NA,JACK
8742,NA,NA,NA,NA,NA,3,NA,NA,JACK
8742,NA,NA,NA,NA,NA,3,NA,NA,JACK
8752,NA,NA,NA,NA,NA,NA,NA,NA,FROG
8757,NA,NA,NA,NA,NA,NA,NA,1,FRY
8757,NA,NA,NA,NA,NA,NA,NA,1,FRY
8757,NA,NA,NA,NA,NA,NA,NA,1,FRY
8760,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
8760,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
8786,NA,NA,NA,1,NA,NA,NA,NA,JACK
8786,NA,NA,NA,1,NA,NA,NA,NA,JACK
8955,NA,NA,NA,200,NA,NA,3,NA,CAMAS
8955,NA,NA,NA,200,NA,NA,3,NA,CAMAS
8955,NA,NA,NA,200,NA,NA,3,NA,CAMAS
8957,NA,NA,NA,NA,NA,NA,NA,NA,WEENS
8957,NA,NA,NA,NA,NA,NA,NA,NA,WEENS
8969,NA,NA,NA,50,NA,NA,NA,NA,CAMAS
8969,NA,NA,NA,50,NA,NA,NA,NA,CAMAS
8969,NA,NA,NA,50,NA,NA,NA,NA,CAMAS
8980,NA,NA,NA,100,NA,NA,NA,1,CAMAS
8980,NA,NA,NA,100,NA,NA,NA,1,CAMAS
8980,NA,NA,NA,100,NA,NA,NA,1,CAMAS
8980,NA,NA,NA,100,NA,NA,NA,1,CAMAS
9007,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
9007,NA,NA,2,20,NA,NA,NA,1,DRY
9007,NA,NA,2,20,NA,NA,NA,1,DRY
9007,NA,NA,2,20,NA,NA,NA,1,DRY
9007,NA,NA,2,20,NA,NA,NA,1,DRY
9011,NA,NA,46,2,NA,NA,NA,NA,FROG
9011,NA,NA,46,2,NA,NA,NA,NA,FROG
9026,NA,NA,4,NA,NA,NA,NA,1,BRUR
9026,NA,NA,4,NA,NA,NA,NA,1,BRUR
9026,NA,NA,4,NA,NA,NA,NA,1,BRUR
9031,NA,NA,NA,1,NA,NA,NA,100,FROG
9031,NA,NA,NA,1,NA,NA,NA,100,FROG
9031,NA,NA,NA,1,NA,NA,NA,100,FROG
9031,NA,NA,3,4,NA,NA,NA,NA,FRY
9031,NA,NA,3,4,NA,NA,NA,NA,FRY
9031,NA,NA,3,4,NA,NA,NA,NA,FRY
9043,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9043,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9043,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9043,NA,NA,NA,NA,NA,NA,NA,NA,JACK
9043,NA,NA,NA,NA,NA,NA,NA,NA,JACK
9043,NA,NA,NA,NA,NA,NA,NA,NA,LCM
9043,NA,NA,NA,NA,NA,NA,NA,NA,LCM
9046,NA,NA,NA,NA,NA,NA,NA,4,FROG
9046,NA,NA,NA,NA,NA,NA,NA,4,FROG
9046,NA,NA,NA,NA,NA,NA,NA,4,FROG
9067,NA,NA,4,NA,NA,NA,NA,NA,BRUR
9071,NA,NA,NA,2,NA,NA,NA,NA,CAMAS
9071,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9091,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9091,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9091,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9091,NA,NA,1,NA,NA,15,NA,8,JACK
9120,NA,NA,1,NA,NA,NA,NA,NA,FRY
9120,NA,NA,1,NA,NA,NA,NA,NA,FRY
9120,NA,NA,1,NA,NA,NA,NA,NA,FRY
9166,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
9167,NA,NA,NA,NA,NA,1,NA,NA,JACK
9167,NA,NA,NA,NA,NA,1,NA,NA,JACK
9330,NA,NA,NA,50,NA,NA,NA,1,CAMAS
9330,NA,NA,NA,50,NA,NA,NA,1,CAMAS
9330,NA,NA,NA,50,NA,NA,NA,1,CAMAS
9337,NA,NA,NA,2,NA,NA,NA,2,CAMAS
9337,NA,NA,NA,2,NA,NA,NA,2,CAMAS
9337,NA,NA,NA,2,NA,NA,NA,2,CAMAS
9349,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
9349,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
9350,NA,NA,NA,NA,NA,NA,NA,3,WEENS
9350,NA,NA,NA,NA,NA,NA,NA,3,WEENS
9358,NA,NA,NA,8,NA,NA,NA,NA,CAMAS
9358,NA,NA,NA,8,NA,NA,NA,NA,CAMAS
9358,NA,NA,NA,8,NA,NA,NA,NA,CAMAS
9379,NA,1,NA,NA,NA,NA,NA,NA,CAMAS
9379,NA,1,NA,NA,NA,NA,NA,NA,CAMAS
9399,NA,NA,8,6,NA,NA,NA,NA,FROG
9399,NA,NA,8,6,NA,NA,NA,NA,FROG
9400,NA,NA,NA,5,NA,1,NA,4,JACK
9400,NA,NA,NA,5,NA,1,NA,4,JACK
9400,NA,NA,NA,5,NA,1,NA,4,JACK
9400,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9400,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9400,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9413,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
9413,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
9413,NA,NA,NA,NA,NA,NA,NA,1,LCM
9413,NA,NA,NA,NA,NA,NA,NA,1,LCM
9413,NA,NA,NA,NA,NA,NA,NA,1,LCM
9455,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
9455,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9455,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9455,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9455,NA,NA,NA,1,NA,NA,NA,NA,FRY
9455,NA,NA,NA,1,NA,NA,NA,NA,FRY
9455,NA,NA,NA,1,NA,NA,NA,NA,FRY
9476,NA,NA,NA,NA,NA,NA,NA,NA,FROG
9476,NA,NA,NA,NA,NA,NA,NA,NA,FROG
9476,NA,NA,NA,NA,NA,NA,NA,NA,FROG
9476,NA,NA,NA,NA,NA,NA,NA,NA,FROG
9476,NA,NA,NA,NA,NA,NA,NA,NA,FROG
9519,NA,NA,NA,NA,NA,NA,2,NA,CAMAS
9708,NA,NA,NA,15,NA,NA,NA,3,CAMAS
9708,NA,NA,NA,15,NA,NA,NA,3,CAMAS
9708,NA,NA,NA,15,NA,NA,NA,3,CAMAS
9721,NA,NA,NA,5,NA,NA,NA,1,CAMAS
9721,NA,NA,NA,5,NA,NA,NA,1,CAMAS
9721,NA,NA,NA,5,NA,NA,NA,1,CAMAS
9750,NA,NA,NA,NA,NA,NA,NA,NA,WEENS
9750,NA,NA,5,2,NA,NA,NA,NA,FROG
9750,NA,NA,5,2,NA,NA,NA,NA,FROG
9756,NA,NA,NA,3,NA,NA,NA,NA,DRY
9756,NA,NA,NA,3,NA,NA,NA,NA,DRY
9756,NA,NA,NA,3,NA,NA,NA,NA,DRY
9770,NA,NA,NA,NA,NA,NA,NA,7,FROG
9770,NA,NA,NA,NA,NA,NA,NA,7,FROG
9774,NA,NA,8,NA,NA,NA,NA,NA,BRUR
9775,NA,NA,NA,NA,NA,NA,0,2,CAMAS
9775,NA,NA,NA,NA,NA,NA,0,2,CAMAS
9775,NA,NA,NA,NA,NA,NA,0,2,CAMAS
9775,NA,NA,NA,3,NA,NA,NA,NA,FRY
9775,NA,NA,NA,3,NA,NA,NA,NA,FRY
9775,NA,NA,NA,3,NA,NA,NA,NA,FRY
9781,NA,NA,1,NA,NA,NA,NA,4,BRUR
9781,NA,NA,1,NA,NA,NA,NA,4,BRUR
9812,NA,NA,1,NA,NA,NA,NA,NA,LCM
9812,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9812,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9812,NA,NA,NA,NA,NA,NA,NA,NA,DRY
9844,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9844,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9844,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9844,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9844,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9844,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9868,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9868,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9868,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9868,NA,NA,NA,NA,NA,NA,NA,NA,FRY
9868,NA,NA,NA,NA,1,NA,NA,1,LCM
9868,NA,NA,NA,NA,1,NA,NA,1,LCM
10039,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
10039,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
10058,NA,NA,NA,25,NA,NA,NA,12,CAMAS
10058,NA,NA,NA,25,NA,NA,NA,12,CAMAS
10058,NA,NA,NA,25,NA,NA,NA,12,CAMAS
10098,NA,NA,2,NA,NA,NA,NA,NA,BRUR
10106,NA,NA,4,NA,NA,NA,NA,NA,BRUR
10126,NA,NA,10,NA,NA,NA,NA,NA,BRUR
10126,NA,NA,10,NA,NA,NA,NA,NA,BRUR
10135,NA,NA,2,NA,NA,NA,NA,NA,BRUR
10135,NA,NA,2,NA,NA,NA,NA,NA,BRUR
10135,NA,NA,2,NA,NA,NA,NA,NA,BRUR
10141,NA,NA,NA,1,NA,NA,NA,NA,DRY
10141,NA,NA,NA,1,NA,NA,NA,NA,DRY
10141,NA,NA,NA,1,NA,NA,NA,NA,DRY
10141,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10141,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10141,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10141,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10141,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10169,NA,NA,NA,NA,NA,NA,NA,NA,DRY
10169,NA,NA,NA,NA,NA,NA,NA,NA,DRY
10183,NA,NA,NA,NA,NA,NA,NA,NA,DRY
10183,NA,NA,NA,NA,NA,NA,NA,NA,DRY
10183,NA,NA,NA,1,NA,2,NA,NA,JACK
10183,NA,NA,NA,1,NA,2,NA,NA,JACK
10183,NA,NA,NA,1,NA,2,NA,NA,JACK
10183,NA,NA,NA,1,NA,2,NA,NA,JACK
10183,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10183,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10195,NA,NA,1,NA,NA,NA,NA,NA,BRUR
10244,NA,NA,NA,NA,NA,7,NA,NA,WEENS
10415,NA,NA,NA,4,NA,NA,3,4,CAMAS
10415,NA,NA,NA,4,NA,NA,3,4,CAMAS
10415,NA,NA,NA,4,NA,NA,3,4,CAMAS
10423,NA,NA,NA,NA,NA,NA,1,NA,CAMAS
10423,NA,NA,NA,NA,NA,NA,1,NA,CAMAS
10433,NA,NA,NA,NA,NA,NA,NA,25,BRUR
10433,NA,NA,NA,NA,NA,NA,NA,25,BRUR
10433,NA,NA,NA,NA,NA,NA,NA,25,BRUR
10436,NA,NA,NA,3,NA,NA,NA,2,CAMAS
10436,NA,NA,NA,3,NA,NA,NA,2,CAMAS
10436,NA,NA,NA,3,NA,NA,NA,2,CAMAS
10436,NA,NA,NA,3,NA,NA,NA,2,CAMAS
10484,NA,NA,NA,NA,NA,NA,NA,NA,DRY
10484,NA,NA,NA,NA,NA,NA,NA,NA,DRY
10484,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10484,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10484,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10484,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10484,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10484,NA,NA,NA,NA,NA,NA,NA,1,FROG
10484,NA,NA,NA,NA,NA,NA,NA,1,FROG
10484,NA,NA,NA,NA,NA,NA,NA,1,FROG
10506,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10506,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10506,NA,NA,NA,NA,NA,NA,NA,NA,JACK
10506,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10506,NA,NA,NA,NA,NA,NA,NA,NA,FRY
10506,NA,NA,NA,NA,NA,NA,NA,1,CAMAS
10506,NA,NA,NA,NA,NA,NA,NA,1,CAMAS
10506,NA,NA,NA,NA,NA,NA,NA,1,CAMAS
10506,NA,NA,NA,NA,NA,NA,NA,1,CAMAS
10509,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
10533,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
10533,NA,NA,NA,NA,NA,NA,NA,NA,CAMAS
10533,NA,NA,NA,NA,NA,1,NA,NA,FRY
10533,NA,NA,NA,NA,NA,1,NA,NA,FRY
10533,NA,NA,NA,NA,NA,1,NA,NA,FRY
10533,NA,NA,NA,NA,NA,1,NA,NA,FRY
10533,NA,NA,NA,NA,NA,1,NA,NA,FRY
10571,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
10571,NA,NA,NA,NA,NA,NA,NA,NA,BRUR
10608,NA,NA,NA,NA,NA,NA,NA,NA,LCM
10608,NA,NA,NA,NA,NA,NA,NA,NA,LCM
10611,NA,NA,NA,NA,NA,1,NA,NA,WEENS
10611,NA,NA,NA,NA,NA,1,NA,NA,WEENS
